3.340	3.610	speaker_0
3.900	6.250	speaker_1
7.100	8.725	speaker_0
8.725	10.090	speaker_1
10.700	13.050	speaker_0
14.300	15.370	speaker_1
16.620	25.770	speaker_0
26.300	28.890	speaker_0
29.180	32.805	speaker_0
32.805	37.055	speaker_1
34.805	35.055	speaker_0
36.805	40.170	speaker_0
40.380	42.005	speaker_1
42.005	42.250	speaker_0
46.700	46.970	speaker_0
47.820	51.770	speaker_0
53.260	57.385	speaker_1
57.135	60.135	speaker_0
59.885	61.610	speaker_1
62.380	69.835	speaker_0
69.585	75.690	speaker_1
74.835	75.085	speaker_0
76.060	77.370	speaker_1
77.185	77.370	speaker_0
77.820	79.770	speaker_0
77.820	78.445	speaker_1
79.980	81.370	speaker_1
82.220	83.530	speaker_0
84.220	84.490	speaker_0
84.780	85.930	speaker_1
89.980	90.330	speaker_1
91.580	92.010	speaker_1
92.300	92.925	speaker_1
92.925	95.050	speaker_0
96.460	101.130	speaker_1
102.300	102.675	speaker_0
102.675	103.290	speaker_1
103.980	107.050	speaker_1
111.260	111.610	speaker_0
112.940	116.410	speaker_1
117.260	117.770	speaker_0
118.220	120.810	speaker_1
121.180	130.805	speaker_0
130.555	131.210	speaker_1
131.420	134.970	speaker_0
135.500	144.730	speaker_0
145.180	154.090	speaker_0
154.860	155.770	speaker_0
156.300	161.050	speaker_0
161.580	165.130	speaker_1
165.500	170.170	speaker_1
170.540	179.370	speaker_0
179.660	184.730	speaker_0
185.100	194.410	speaker_0
194.860	203.210	speaker_0
203.900	205.450	speaker_0
205.740	211.210	speaker_0
213.900	225.495	speaker_1
225.495	253.450	speaker_0
253.660	254.250	speaker_1
254.780	256.655	speaker_0
256.655	257.405	speaker_1
257.405	264.010	speaker_0
264.540	271.690	speaker_0
272.140	273.210	speaker_1
273.980	278.650	speaker_1
275.855	276.605	speaker_0
279.340	279.965	speaker_1
279.715	288.490	speaker_0
281.965	283.465	speaker_1
288.780	299.210	speaker_0
299.580	303.370	speaker_0
302.955	303.205	speaker_1
305.580	307.205	speaker_0
306.455	309.930	speaker_1
310.460	314.890	speaker_1
312.085	312.335	speaker_0
315.980	316.970	speaker_0
319.420	321.295	speaker_0
321.295	323.530	speaker_1
324.620	326.995	speaker_0
324.995	325.245	speaker_1
326.995	328.745	speaker_1
328.495	328.890	speaker_0
329.340	335.210	speaker_0
335.500	340.730	speaker_0
341.100	351.370	speaker_0
351.980	359.370	speaker_0
360.140	362.730	speaker_0
365.340	379.450	speaker_1
379.900	387.025	speaker_1
380.775	381.275	speaker_0
386.775	389.025	speaker_0
388.775	391.610	speaker_1
392.060	402.170	speaker_0
402.540	405.530	speaker_0
405.900	417.450	speaker_0
417.900	420.970	speaker_0
421.340	427.450	speaker_0
429.100	429.690	speaker_1
430.220	434.490	speaker_1
435.580	437.290	speaker_0
438.700	439.210	speaker_1
439.580	440.705	speaker_0
440.205	443.450	speaker_1
444.700	459.130	speaker_1
459.580	467.450	speaker_1
468.060	470.970	speaker_1
471.340	482.970	speaker_1
483.420	484.295	speaker_1
484.295	486.045	speaker_0
485.545	487.795	speaker_1
487.545	488.795	speaker_0
488.545	491.050	speaker_1
491.580	494.970	speaker_1
495.260	500.890	speaker_1
501.180	502.250	speaker_1
502.620	509.770	speaker_1
510.140	512.170	speaker_1
512.700	521.290	speaker_1
521.660	526.890	speaker_1
527.180	528.055	speaker_1
528.055	535.130	speaker_0
535.740	538.365	speaker_0
537.865	547.290	speaker_1
547.820	552.490	speaker_1
552.780	553.850	speaker_1
554.460	562.890	speaker_1
563.180	566.010	speaker_1
566.380	577.265	speaker_1
577.015	581.130	speaker_0
581.420	593.795	speaker_0
590.545	591.295	speaker_1
593.795	594.250	speaker_1
595.020	597.895	speaker_0
597.645	615.530	speaker_1
615.820	618.090	speaker_1
618.620	623.130	speaker_1
623.420	637.045	speaker_1
636.795	651.945	speaker_0
651.695	653.195	speaker_1
653.195	665.945	speaker_0
665.695	666.330	speaker_1
666.860	674.170	speaker_1
674.460	713.290	speaker_1
713.740	715.450	speaker_1
715.740	724.810	speaker_1
725.100	733.770	speaker_1
731.725	732.225	speaker_0
734.620	737.995	speaker_0
737.245	738.745	speaker_1
738.745	740.730	speaker_0
741.740	744.615	speaker_0
744.365	745.130	speaker_1
746.700	748.325	speaker_0
748.325	751.130	speaker_1
751.900	757.850	speaker_0
760.380	785.655	speaker_1
785.405	787.155	speaker_0
786.655	790.890	speaker_1
791.340	791.610	speaker_0
792.300	792.890	speaker_1
793.500	795.130	speaker_0
795.580	798.010	speaker_0
802.140	805.690	speaker_1
807.260	809.770	speaker_0
812.540	813.370	speaker_1
821.660	823.035	speaker_0
822.785	826.090	speaker_1
826.700	831.770	speaker_1
832.780	833.690	speaker_1
834.780	838.410	speaker_1
839.660	850.090	speaker_0
851.660	853.535	speaker_0
853.285	855.210	speaker_1
856.060	858.010	speaker_1
859.980	861.130	speaker_1
863.900	874.810	speaker_1
875.100	881.610	speaker_1
883.660	886.410	speaker_0
888.860	889.985	speaker_0
889.985	894.650	speaker_1
895.420	899.795	speaker_0
899.545	907.545	speaker_1
907.545	908.410	speaker_0
908.780	910.250	speaker_0
910.620	911.530	speaker_1
912.060	914.410	speaker_1
914.700	915.210	speaker_1
915.740	916.490	speaker_0
917.980	918.250	speaker_0
918.700	919.325	speaker_0
919.075	921.370	speaker_1
