3.340	4.170	speaker_1
5.260	5.770	speaker_0
6.060	8.490	speaker_1
8.860	9.735	speaker_1
9.735	11.850	speaker_0
12.380	13.130	speaker_0
13.580	17.690	speaker_0
18.380	19.450	speaker_1
19.740	20.615	speaker_0
20.615	21.615	speaker_1
21.115	22.010	speaker_0
22.940	28.010	speaker_0
28.780	34.250	speaker_0
35.500	40.475	speaker_1
40.475	45.690	speaker_0
45.980	47.690	speaker_0
47.980	48.970	speaker_0
49.260	54.010	speaker_0
54.300	57.675	speaker_1
57.675	59.850	speaker_0
60.620	62.970	speaker_1
63.580	64.090	speaker_0
64.380	65.930	speaker_1
67.020	68.170	speaker_0
69.100	70.250	speaker_0
72.060	72.890	speaker_0
73.420	76.170	speaker_0
76.460	80.650	speaker_0
81.100	85.370	speaker_0
86.140	98.250	speaker_0
98.700	102.170	speaker_0
102.460	108.810	speaker_0
109.260	114.810	speaker_0
115.100	121.770	speaker_0
122.220	125.690	speaker_0
125.980	132.170	speaker_1
132.540	134.010	speaker_1
134.620	145.745	speaker_1
145.495	146.250	speaker_0
146.940	147.530	speaker_0
147.900	153.450	speaker_1
154.060	154.490	speaker_0
154.940	168.650	speaker_1
169.260	170.885	speaker_1
170.635	176.135	speaker_0
171.885	172.385	speaker_1
176.135	176.810	speaker_1
177.100	197.690	speaker_0
198.140	199.130	speaker_0
199.740	206.490	speaker_0
206.780	209.130	speaker_0
209.580	212.250	speaker_0
212.780	213.655	speaker_0
213.405	217.130	speaker_1
218.220	229.690	speaker_0
230.140	238.730	speaker_0
239.420	243.850	speaker_0
244.300	248.010	speaker_0
248.300	254.175	speaker_0
254.175	254.730	speaker_1
255.100	272.035	speaker_0
271.785	273.535	speaker_1
273.285	284.570	speaker_0
285.100	303.770	speaker_0
298.475	298.975	speaker_1
304.700	315.575	speaker_0
312.075	312.575	speaker_1
315.575	316.575	speaker_1
316.575	319.325	speaker_0
319.325	322.075	speaker_1
321.825	330.970	speaker_0
331.500	334.010	speaker_0
334.460	338.970	speaker_0
339.260	348.635	speaker_0
346.885	347.135	speaker_1
347.635	347.885	speaker_1
348.635	351.370	speaker_1
351.660	362.035	speaker_1
361.785	370.010	speaker_0
370.540	373.930	speaker_0
374.380	382.650	speaker_0
377.195	377.945	speaker_1
383.100	386.475	speaker_0
386.225	387.210	speaker_1
387.500	401.130	speaker_0
401.420	406.170	speaker_0
406.700	412.730	speaker_0
413.020	416.645	speaker_1
416.395	427.290	speaker_0
427.580	433.130	speaker_0
433.500	435.610	speaker_0
435.980	439.530	speaker_0
439.740	440.115	speaker_1
440.115	442.090	speaker_0
442.380	476.810	speaker_0
477.260	483.370	speaker_0
483.820	489.695	speaker_0
489.695	490.445	speaker_1
490.445	498.410	speaker_0
498.780	505.210	speaker_0
505.420	506.295	speaker_1
506.295	515.795	speaker_0
515.795	528.970	speaker_1
529.340	533.690	speaker_1
534.380	538.570	speaker_1
538.255	538.570	speaker_0
538.860	552.650	speaker_1
553.100	565.975	speaker_1
564.475	564.725	speaker_0
565.475	571.210	speaker_0
567.725	568.225	speaker_1
571.500	592.010	speaker_0
592.540	612.090	speaker_0
612.460	614.730	speaker_0
615.100	617.050	speaker_0
617.500	620.875	speaker_0
620.375	626.625	speaker_1
626.375	632.875	speaker_0
632.875	633.875	speaker_1
633.625	639.850	speaker_0
640.300	644.010	speaker_0
644.380	649.755	speaker_0
649.755	651.005	speaker_1
651.005	658.250	speaker_0
658.780	661.405	speaker_0
661.405	668.405	speaker_1
667.655	670.655	speaker_0
670.655	681.130	speaker_1
681.580	686.730	speaker_1
687.020	689.895	speaker_1
689.895	690.645	speaker_0
690.395	691.895	speaker_1
691.895	703.050	speaker_0
703.420	719.130	speaker_0
719.420	725.295	speaker_0
725.295	726.295	speaker_1
726.045	730.250	speaker_0
730.540	733.690	speaker_0
734.060	756.315	speaker_1
734.435	734.685	speaker_0
756.065	757.315	speaker_0
757.315	762.890	speaker_1
763.740	765.770	speaker_0
766.140	767.265	speaker_0
767.015	767.765	speaker_1
767.765	778.090	speaker_0
778.860	781.770	speaker_0
782.140	785.210	speaker_1
783.515	784.265	speaker_0
785.980	786.330	speaker_0
