3.740	5.050	speaker_1
6.220	6.890	speaker_0
7.260	7.530	speaker_0
7.900	10.410	speaker_1
10.700	21.370	speaker_0
21.660	39.610	speaker_0
39.980	40.410	speaker_1
40.780	41.655	speaker_1
41.655	52.570	speaker_0
52.860	54.090	speaker_0
54.380	86.650	speaker_0
87.260	89.210	speaker_1
89.740	96.970	speaker_1
97.340	98.965	speaker_1
98.715	99.610	speaker_0
100.380	113.770	speaker_0
114.060	137.290	speaker_0
137.580	140.650	speaker_0
141.820	151.290	speaker_1
151.580	156.455	speaker_1
156.205	162.410	speaker_0
162.780	168.490	speaker_0
168.940	171.690	speaker_0
172.220	180.650	speaker_0
181.500	188.970	speaker_0
181.875	182.375	speaker_1
189.740	205.130	speaker_1
205.660	218.785	speaker_1
218.785	225.370	speaker_0
226.140	234.090	speaker_0
234.540	246.170	speaker_0
246.540	269.130	speaker_0
270.620	275.130	speaker_1
275.420	276.545	speaker_1
276.295	322.250	speaker_0
322.620	323.770	speaker_0
324.060	328.810	speaker_0
328.395	328.810	speaker_1
331.020	333.395	speaker_0
333.395	347.050	speaker_1
347.420	350.410	speaker_1
350.940	364.730	speaker_1
365.020	367.895	speaker_1
367.645	370.170	speaker_0
370.540	387.210	speaker_1
387.900	390.410	speaker_1
390.700	401.770	speaker_1
398.365	398.615	speaker_0
404.860	405.770	speaker_0
425.100	427.610	speaker_1
430.220	431.450	speaker_0
432.380	432.890	speaker_1
433.420	433.930	speaker_0
434.540	440.730	speaker_0
441.500	442.490	speaker_0
447.260	447.450	speaker_1
571.500	574.490	speaker_0
575.100	576.170	speaker_0
577.820	579.290	speaker_0
579.900	586.330	speaker_0
586.780	599.210	speaker_0
599.500	601.850	speaker_0
602.620	603.770	speaker_0
606.780	610.570	speaker_0
610.860	625.530	speaker_0
626.380	636.490	speaker_0
637.500	638.410	speaker_0
640.460	643.610	speaker_0
644.060	663.770	speaker_0
664.060	673.050	speaker_0
673.820	683.370	speaker_0
684.540	706.490	speaker_1
707.100	710.890	speaker_1
712.140	718.410	speaker_1
719.260	720.970	speaker_0
721.260	735.290	speaker_0
735.580	758.410	speaker_0
759.020	760.090	speaker_0
760.940	769.930	speaker_0
770.380	784.330	speaker_0
785.100	785.975	speaker_1
785.975	793.370	speaker_0
793.660	807.050	speaker_0
808.220	809.845	speaker_1
809.595	816.970	speaker_0
819.020	823.770	speaker_1
824.060	833.930	speaker_1
834.540	846.945	speaker_1
846.695	857.850	speaker_0
858.220	871.095	speaker_0
871.095	871.595	speaker_1
871.595	877.930	speaker_0
878.780	880.655	speaker_1
880.655	900.650	speaker_0
902.060	919.665	speaker_1
919.415	920.170	speaker_0
920.620	921.770	speaker_0
922.460	932.970	speaker_1
930.835	931.335	speaker_0
934.060	936.090	speaker_0
936.700	946.570	speaker_0
947.580	955.690	speaker_1
955.980	965.450	speaker_1
966.540	967.610	speaker_0
968.540	969.210	speaker_1
969.900	970.775	speaker_1
970.525	971.530	speaker_0
972.620	980.410	speaker_1
981.420	982.730	speaker_0
983.100	983.725	speaker_1
983.475	984.010	speaker_0
984.380	986.570	speaker_1
987.420	987.770	speaker_0
